year,state,fertility_rate,party_fct,Female,Male,pct
2014,WY,69.45,Rep,680,1024.115,0.6639879310429004
2015,AL,62.21,Rep,613,850,0.7211764705882353
2015,AK,77,Rep,837.8,1107.69,0.7563487979488845
2015,AZ,64.67,Rep,700,900,0.7777777777777778
2015,AR,67.46,Rep,633.3050000000001,800,0.7916312500000001
2015,CA,60.83,Dem,840,1057.69,0.7941835509459293
2015,CO,60.17,Dem,795.475,1000,0.795475
2015,CT,52.52,Dem,961,1153.84,0.8328711086459128
2015,DE,61.75,Dem,769,865.38,0.8886269615660173
2015,DC,52.81,Dem,1153.84,1365.38,0.8450687720634548
2015,FL,59.96,Rep,750,865.38,0.8666712889135408
2015,GA,61.99,Rep,694.3,865.38,0.8023065011902285
2015,HI,68.68,Dem,807.69,923.07,0.875004062530469
2015,ID,71.83,Rep,673.07,830.38,0.8105566126351791
2015,IL,61.34,Dem,795,1000,0.795
2015,IN,64.82,Rep,700,900,0.7777777777777778
2015,IA,67.1,Neutral,704.8,882,0.7990929705215419
2015,KS,69.9,Rep,692.3,923.07,0.7499972916463539
2015,KY,65.72,Rep,692,853.8,0.8104942609510425
2015,LA,68.53,Rep,650,865.38,0.7511151170584021
2015,ME,54.31,Dem,721.5,911.5350000000001,0.7915219931214929
2015,MD,61.32,Dem,960,1100,0.8727272727272727
2015,MA,52.03,Dem,950,1153,0.823937554206418
2015,MI,60.25,Dem,720,960,0.75
2015,MN,66.25,Dem,840,1000,0.84
2015,MS,64.05,Rep,592,800,0.74
2015,MO,63.8,Rep,673,875,0.7691428571428571
2015,MT,67.32,Rep,658.6,807.345,0.8157603007388415
2015,NE,72.82,Rep,673.07,874.49,0.7696714656542671
2015,NV,63.26,Dem,730.76,923,0.7917226435536294
2015,NH,51.3,Dem,769,961.53,0.799767037949934
2015,NJ,60.01,Dem,961,1153.84,0.8328711086459128
2015,NM,65.28,Dem,650,865.38,0.7511151170584021
2015,NY,58.79,Dem,872.2,1028.9,0.8477014287102731
2015,NC,60.67,Rep,688.75,865.38,0.7958931336522683
2015,ND,76.4,Rep,692.3,923.07,0.7499972916463539
2015,OH,63.08,Rep,726.5,886.3050000000001,0.8196952516345952
2015,OK,69.14,Rep,656.875,880,0.7464488636363636
2015,OR,58.06,Dem,750,961,0.7804370447450573
2015,PA,58.75,Dem,731,960,0.7614583333333333
2015,RI,52.46,Dem,800,1000,0.8
2015,SC,61.07,Rep,650.3,800,0.8128749999999999
2015,SD,78.17,Rep,639.2,804.1,0.7949260042283298
2015,TN,62.85,Rep,660,807,0.8178438661710037
2015,TX,70.21,Rep,721.15,973.5,0.7407806882383153
2015,UT,77.96,Rep,692.3,920,0.7525
2015,VT,51.06,Dem,769.23,903.84,0.8510687732342007
2015,VA,61.31,Dem,826.92,1057.69,0.7818169785097712
2015,WA,62.79,Dem,827.06,1065.105,0.7765056027340027
2015,WV,59.39,Rep,646.15,802,0.8056733167082294
2015,WI,61.77,Dem,748.4,961,0.7787721123829344
2015,WY,70.16,Rep,653,961,0.6795005202913632
2016,AL,62.08,Rep,673.07,900,0.7478555555555556
2016,AK,76.06,Rep,880,1073,0.8201304753028891
2016,AZ,63.53,Rep,807.595,903.84,0.8935154452115419
2016,AR,66.36,Rep,653.84,800,0.8173
2016,CA,60.63,Dem,875,1057.69,0.827274532235343
2016,CO,59.31,Dem,830.76,1000,0.8307599999999999
2016,CT,53.42,Dem,910,1211.53,0.7511163570031283
2016,DE,61.16,Dem,807,961,0.8397502601456815
2016,DC,53.75,Dem,1192.3,1442.3,0.8266657422172918
2016,FL,59.67,Rep,750,870.8,0.861276986678916
2016,GA,61.09,Rep,760,900,0.8444444444444444
2016,HI,67.58,Dem,769.23,961,0.8004474505723205
2016,ID,69.8,Rep,670.215,880,0.7616079545454546
2016,IL,60.58,Dem,807,1057,0.7634815515610217
2016,IN,64.25,Rep,711,864.5,0.8224407171775593
2016,IA,66.86,Neutral,701.53,954.94,0.7346325423586821
2016,KS,68.12,Rep,718,900,0.7977777777777778
2016,KY,65.35,Rep,702,865.38,0.8112043264230743
2016,LA,67.18,Rep,684,900,0.76
2016,ME,54.92,Dem,769,949,0.8103266596417281
2016,MD,61.28,Dem,961.53,1195.65,0.804190189436708
2016,MA,51.94,Dem,968.44,1153.42,0.8396247680810113
2016,MI,60.47,Dem,760,960,0.7916666666666666
2016,MN,66.13,Dem,880,1060.5,0.8297972654408298
2016,MS,63.68,Rep,634.61,807,0.7863816604708799
2016,MO,63.78,Rep,720,908.4200000000001,0.7925849276766253
2016,MT,65.34,Rep,720,880,0.8181818181818182
2016,NE,72.22,Rep,740,900,0.8222222222222222
2016,NV,62.56,Dem,744,992,0.75
2016,NH,50.93,Dem,769.23,1017.6,0.7559257075471698
2016,NJ,60.12,Dem,980,1250,0.784
2016,NM,62.67,Dem,711.765,850,0.8373705882352941
2016,NY,58.56,Dem,875,1057.69,0.827274532235343
2016,NC,60.31,Rep,711,920,0.7728260869565218
2016,ND,77.27,Rep,720,961.53,0.7488065894979876
2016,OH,62.84,Rep,718.875,911.73,0.7884735612516863
2016,OK,68.44,Rep,673,900,0.7477777777777778
2016,OR,57.03,Dem,816.65,980,0.8333163265306123
2016,PA,58.49,Dem,750,961.53,0.7800068640604038
2016,RI,51.79,Dem,807.69,961.265,0.8402365632785965
2016,SC,59.87,Rep,694.75,923,0.7527085590465872
2016,SD,77.65,Rep,674.0350000000001,890,0.7573426966292136
2016,TN,62.02,Rep,680.08,865,0.7862196531791908
2016,TX,68.55,Rep,750,961.53,0.7800068640604038
2016,UT,76.15,Rep,703.2,1000,0.7032
2016,VT,50.32,Dem,800,920,0.8695652173913043
2016,VA,61.13,Dem,861,1064.045,0.8091763036337748
2016,WA,62.96,Dem,807.69,1080,0.7478611111111112
2016,WV,58.22,Rep,689,865.38,0.7961820240819062
2016,WI,61.59,Dem,736,961.53,0.7654467359312762
2016,WY,67.15,Rep,694.15,997.5,0.6958897243107769
2017,AL,62.05,Rep,673.0350000000001,900,0.7478166666666668
2017,AK,71.51,Rep,941.05,1153,0.8161751951431049
2017,AZ,60.84,Rep,800,1000,0.8
2017,AR,64.98,Rep,687.265,849.8,0.8087373499646976
2017,CA,58.2,Dem,900,1120,0.8035714285714286
2017,CO,56.59,Dem,872.5,1057.345,0.8251800500309738
2017,CT,52.34,Dem,1000,1171.5349999999999,0.8535809856299642
2017,DE,60.19,Dem,807.69,961,0.8404682622268471
2017,DC,51.27,Dem,1250,1500,0.8333333333333334
2017,FL,58.42,Rep,769.23,884,0.8701696832579185
2017,GA,60.19,Rep,740,918,0.8061002178649237
2017,HI,65.87,Dem,860.98,1040,0.8278653846153846
2017,ID,67.43,Rep,715,923.07,0.7745891427519039
2017,IL,59,Dem,812.5,1080,0.7523148148148148
2017,IN,63.42,Rep,720,946.8,0.7604562737642586
2017,IA,64.89,Neutral,769,925.735,0.8306912885436977
2017,KS,65.38,Rep,800,961.53,0.8320073216644307
2017,KY,64.53,Rep,708.015,865.38,0.8181550301601609
2017,LA,65.18,Rep,713,920,0.775
2017,ME,53.12,Dem,769.23,961,0.8004474505723205
2017,MD,60.04,Dem,1044,1200,0.87
2017,MA,51.17,Dem,1000,1283.42,0.7791681600723067
2017,MI,59.45,Dem,769.23,951.6,0.8083543505674653
2017,MN,64.3,Dem,865,1057,0.8183538315988647
2017,MS,63.13,Rep,659.2,800,0.8240000000000001
2017,MO,62.33,Rep,750,961,0.7804370447450573
2017,MT,62.07,Rep,720,884.61,0.8139179977617255
2017,NE,69.75,Rep,800,961,0.8324661810613944
2017,NV,60.69,Dem,730.76,903,0.8092580287929125
2017,NH,50.2,Dem,864,1019.23,0.8476987529801909
2017,NJ,59.03,Dem,1000,1222.1,0.8182636445462729
2017,NM,60.13,Dem,725.65,840,0.8638690476190476
2017,NY,57.42,Dem,909.7,1096,0.8300182481751825
2017,NC,59.57,Rep,800,961,0.8324661810613944
2017,ND,73.4,Rep,769.23,968.4,0.7943308550185874
2017,OH,62.1,Rep,760,923.07,0.8233395083796461
2017,OK,65.32,Rep,703.8,950,0.7408421052631579
2017,OR,53.84,Dem,800,1000,0.8
2017,PA,57.79,Dem,788,1000,0.788
2017,RI,50.88,Dem,866.25,1057.69,0.8190017869129896
2017,SC,59.05,Rep,700,923.07,0.7583390208759898
2017,SD,76.37,Rep,692.3,876,0.790296803652968
2017,TN,61.73,Rep,700,884.61,0.7913091644905664
2017,TX,64.91,Rep,769.23,1000,0.76923
2017,UT,71.96,Rep,711.265,1000,0.711265
2017,VT,49.67,Dem,830.38,948,0.8759282700421941
2017,VA,59.72,Dem,851,1098.075,0.7749926006875668
2017,WA,59.78,Dem,846.15,1144.56,0.7392797232124135
2017,WV,57.95,Rep,673.07,840,0.8012738095238096
2017,WI,59.95,Dem,779.4,961,0.8110301768990634
2017,WY,64.07,Rep,720,1035.805,0.6951115316106796
2018,AL,60.88,Rep,701,961.53,0.7290464156084574
2018,AK,69.28,Rep,940,1153.84,0.8146710115787285
2018,AZ,58.62,Rep,800,1000,0.8
2018,AR,64.05,Rep,693.55,845,0.8207692307692307
2018,CA,56.24,Dem,961,1115.38,0.8615897720956086
2018,CO,54.12,Dem,960,1208.7649999999999,0.7941990378609574
2018,CT,51.84,Dem,961.53,1250,0.769224
2018,DE,59.09,Dem,856,1000,0.856
2018,DC,48.76,Dem,1346.15,1634.61,0.8235297716274831
2018,FL,57.17,Rep,769.23,961.53,0.8000062400549125
2018,GA,58.32,Rep,769.23,961,0.8004474505723205
2018,HI,64.15,Dem,900,1096.15,0.8210555124754823
2018,ID,63.39,Rep,730,900,0.8111111111111111
2018,IL,57.55,Dem,880,1153,0.7632263660017347
2018,IN,62.84,Rep,750,961.53,0.7800068640604038
2018,IA,63.52,Neutral,769.23,995,0.7730954773869347
2018,KS,64.74,Rep,773.76,977.745,0.7913719834926284
2018,KY,63.46,Rep,720,880,0.8181818181818182
2018,LA,64.33,Rep,696,942.15,0.7387358700843815
2018,ME,53.26,Dem,826.92,960.5,0.860926600728787
2018,MD,59.88,Dem,1000,1284.23,0.7786767167874913
2018,MA,49.47,Dem,1057,1250,0.8456
2018,MI,58.48,Dem,807.69,1000,0.80769
2018,MN,62.7,Dem,1000,1153.84,0.866671288913541
2018,MS,62.76,Rep,666,845,0.7881656804733728
2018,MO,62.4,Rep,800,961.53,0.8320073216644307
2018,MT,59.55,Rep,724.035,920.6,0.7864816424071257
2018,NE,68.42,Rep,771.2,1000,0.7712
2018,NV,60.04,Dem,769.23,880,0.874125
2018,NH,49.06,Dem,923.07,1104.48,0.8357507605388962
2018,NJ,60.08,Dem,966,1230.76,0.7848808866066496
2018,NM,57.96,Dem,769,923.07,0.8330895815051946
2018,NY,57.92,Dem,936,1134,0.8253968253968254
2018,NC,58.39,Rep,769.23,939.75,0.8185474860335196
2018,ND,72.16,Rep,777.815,1038.23,0.7491740751085983
2018,OH,61.11,Rep,800,990,0.8080808080808081
2018,OK,64.61,Rep,740,998.75,0.7409261576971214
2018,OR,51.4,Dem,843,1068.7649999999999,0.7887608594967089
2018,PA,56.92,Dem,807,1000,0.807
2018,RI,50.53,Dem,898,1120,0.8017857142857143
2018,SC,58.15,Rep,760,961.53,0.7904069555812091
2018,SD,73.61,Rep,754,900,0.8377777777777777
2018,TN,61.08,Rep,720,923,0.7800650054171181
2018,TX,63.37,Rep,769.23,1038.46,0.7407410973942183
2018,UT,68.39,Rep,749.4,1038.46,0.7216455135489089
2018,VT,47.21,Dem,846.15,1000,0.84615
2018,VA,59.14,Dem,870.19,1153,0.7547181266261926
2018,WA,57.48,Dem,920,1167.83,0.7877858934947725
2018,WV,57.2,Rep,673,900,0.7477777777777778
2018,WI,58.94,Dem,800,1006.8,0.7945967421533572
2018,WY,61.04,Rep,714.8299999999999,1050,0.6807904761904762
2019,AL,61.74,Rep,730,980,0.7448979591836735
2019,AK,68.07,Rep,961,1153.84,0.8328711086459128
2019,AZ,56.75,Rep,845,1057.69,0.7989108339872741
2019,AR,63.22,Rep,742.4,901.5,0.823516361619523
2019,CA,55.36,Dem,961,1150,0.8356521739130435
2019,CO,53.32,Dem,961.53,1161.5,0.8278346965131296
2019,CT,51.09,Dem,1000,1200,0.8333333333333334
2019,DE,58.66,Dem,858.925,1028.415,0.8351929911562939
2019,DC,47.69,Dem,1490,1655.57,0.8999921477195165
2019,FL,56.57,Rep,800,961.53,0.8320073216644307
2019,GA,57.97,Rep,800,1031,0.7759456838021338
2019,HI,63.9,Dem,902.58,1127.3049999999998,0.8006528845343542
2019,ID,63.98,Rep,700,966.28,0.7244277021153289
2019,IL,56.11,Dem,923,1153.84,0.7999375996671982
2019,IN,61.7,Rep,760,1000,0.76
2019,IA,63.35,Neutral,780.25,975,0.8002564102564103
2019,KS,62.99,Rep,765.19,961.53,0.7958046030805072
2019,KY,62.58,Rep,738.23,950.25,0.7768797684819785
2019,LA,63.9,Rep,739.5,1000,0.7395
2019,ME,50.61,Dem,800,1000,0.8
2019,MD,59.2,Dem,1096.15,1250,0.87692
2019,MA,49.6,Dem,1057.69,1250,0.846152
2019,MI,57.43,Dem,818.5,1000,0.8185
2019,MN,61.04,Dem,950,1153.84,0.8233377244678639
2019,MS,62.7,Rep,680,859.4200000000001,0.7912312955248888
2019,MO,61.28,Rep,807,1030,0.7834951456310679
2019,MT,56.76,Rep,750,961.53,0.7800068640604038
2019,NE,66.23,Rep,828,980,0.8448979591836735
2019,NV,58.31,Dem,810.2,1000,0.8102
2019,NH,48.18,Dem,900,1153.84,0.7800041600221869
2019,NJ,59.49,Dem,975.5,1302.88,0.748725899545622
2019,NM,57.62,Dem,760,960,0.7916666666666666
2019,NY,57.17,Dem,971.15,1153.84,0.8416678222283852
2019,NC,57.75,Rep,807,961,0.8397502601456815
2019,ND,70.56,Rep,800,1100,0.7272727272727273
2019,OH,60.78,Rep,843,1040,0.8105769230769231
2019,OK,63.43,Rep,750,961,0.7804370447450573
2019,OR,50.56,Dem,880,1153,0.7632263660017347
2019,PA,56.33,Dem,840,1076.46,0.7803355442840421
2019,RI,48.79,Dem,961.53,1153,0.833937554206418
2019,SC,57.95,Rep,760,1000,0.76
2019,SD,70.63,Rep,769.23,1000,0.76923
2019,TN,60.31,Rep,750,961.89,0.7797149362193182
2019,TX,62.54,Rep,826.92,1057.69,0.7818169785097712
2019,UT,66.68,Rep,769.23,1038.46,0.7407410973942183
2019,VT,46.81,Dem,884.3050000000001,1068.4,0.8276909397229502
2019,VA,57.76,Dem,961.53,1250,0.769224
2019,WA,55.95,Dem,900,1200,0.75
2019,WV,57.56,Rep,738,877,0.8415051311288484
2019,WI,58.06,Dem,835,1050,0.7952380952380952
2019,WY,60.82,Rep,769.23,1067.3,0.7207251944158156
2020,AL,60.58,Rep,807,1000,0.807
2020,AK,65.73,Rep,1000,1160,0.8620689655172413
2020,AZ,53.96,Rep,903.84,1020,0.8861176470588236
2020,AR,60.65,Rep,800,961.53,0.8320073216644307
2020,CA,52.41,Dem,1057.69,1250,0.846152
2020,CO,51.47,Dem,1024.0349999999999,1300,0.7877192307692307
2020,CT,49.94,Dem,1250,1300,0.9615384615384616
2020,DE,56.98,Dem,865.19,1102,0.7851088929219602
2020,DC,46.14,Dem,1617.19,1923.06,0.840946200326563
2020,FL,53.44,Rep,865.38,1058.345,0.8176728760470356
2020,GA,55.74,Rep,807,1116.725,0.722648816852851
2020,HI,61.1,Dem,961,1201.5,0.7998335414065751
2020,ID,60.94,Rep,769.23,1032.125,0.7452876347341649
2020,IL,53.82,Dem,961.53,1230.38,0.781490271298298
2020,IN,59.83,Rep,807.69,1078.46,0.7489290284294272
2020,IA,60.4,Neutral,865.38,1057.69,0.8181792396637956
2020,KS,61.1,Rep,834.75,1000,0.83475
2020,KY,60.81,Rep,750,961.53,0.7800068640604038
2020,LA,62.25,Rep,800,1065.5,0.7508212106992023
2020,ME,49.21,Dem,800,1057.69,0.7563652866151708
2020,MD,57.73,Dem,1153,1346.15,0.8565167329049511
2020,MA,47.61,Dem,1200,1384.61,0.8666700370501441
2020,MI,55.56,Dem,920,1146,0.8027923211169284
2020,MN,58.34,Dem,1000,1192.3,0.8387150884844419
2020,MS,61.03,Rep,680,906.6,0.7500551511140525
2020,MO,58.66,Rep,818,1057.69,0.7733835055640121
2020,MT,54.3,Rep,778.27,970,0.802340206185567
2020,NE,64.69,Rep,875,1057.69,0.827274532235343
2020,NV,54.83,Dem,830.76,1076,0.7720817843866171
2020,NH,47.68,Dem,992,1173.07,0.8456443349501735
2020,NJ,58.6,Dem,1057.69,1346.15,0.7857148163280466
2020,NM,54.61,Dem,850.5,1038.46,0.8190012133351309
2020,NY,54.58,Dem,1050,1311,0.8009153318077803
2020,NC,56.21,Rep,872.75,1057,0.825685903500473
2020,ND,67.41,Rep,881,1105.625,0.7968343697003957
2020,OH,58.34,Rep,865.38,1088,0.7953860294117647
2020,OK,60.97,Rep,769.23,1000,0.76923
2020,OR,47.76,Dem,960,1174.0349999999999,0.8176928285783645
2020,PA,54.9,Dem,920,1120,0.8214285714285714
2020,RI,48.67,Dem,995.19,1200,0.8293250000000001
2020,SC,55.91,Rep,798.07,1000,0.7980700000000001
2020,SD,66.72,Rep,807.69,960,0.8413437500000001
2020,TN,58.49,Rep,777,961.53,0.8080871111665783
2020,TX,60.21,Rep,923,1150,0.802608695652174
2020,UT,64.07,Rep,807.69,1120,0.7211517857142857
2020,VT,44.68,Dem,920,1100,0.8363636363636363
2020,VA,55.81,Dem,1038.46,1313.845,0.7903976496466478
2020,WA,54.01,Dem,1038.46,1300,0.7988153846153846
2020,WV,55.27,Rep,750,923,0.8125677139761647
2020,WI,55.43,Dem,881.2,1040,0.8473076923076923
2020,WY,56.43,Rep,832.5,1047.5,0.7947494033412887
